[0:0.155,0:5.200,0]  欢迎收听地下关今天势必下关的第22期大家好我是酒店
[63:31.740,63:34.860,0]  也是一个绳绑叫清化寺直播
[63:34.860,63:40.330,0]  但是很有意思一点是什么呢就是说我们当时也呃我们看了以后我觉得可能还是北朝的吧
[63:41.380,63:43.400,0]  徐家看了认为是东喂我觉得
[63:44.410,63:49.140,0]  中卫北汽可能我觉得有可能在总之肯定还是北朝偏晚一点时候
[63:49.610,63:54.110,0]  但是呢这个回来一查就是因为网上只有片言只字关于
[63:56.640,63:58.310,0]  早期的国家的来历
[63:58.690,64:7.700,0]  亲侄子在那个河北文龙局办了一个杂志叫炎黄呃叫什么龙春秋里面言之凿凿的提到说这两村
[64:7.920,64:10.610,0]  大伯是开凿于
[64:11.530,64:13.260,0]  呃开元八年
[64:13.260,64:15.710,1]  唐代唐代了啦
[64:15.710,64:38.250,0]  对我觉得非常不可思议就是他们这个演着到什么什么地步就是九当然是90年代发表的问题或者说但是我可能我可能我也比较唐突或者我也比较那个就是不知我不知道就是天高地厚但是他们认为他我不知道他开元八年就说他肯定是他不可能是从风格来判断出来他肯定看到某些地方有脾气或者怎样
[64:38.590,64:42.470,0]  但是我们还是挺有把握的认为这不太可能是唐代的
[64:43.590,64:48.740,0]  就是唐代的造像早已不是这个样子不管是在这个地区还是在整个全国范围
[64:48.740,65:23.040,1]  呃我觉得是这样啊这个呃呃这有这样一个故事这个就是想到这个在故宫曲阳的那个照相厅里不也有赠照相嘛也知道像被评上写的是武定元年什么什么什么什么叫好像是我如果没叫叫什么为什么王仁女造什么什么像那么这个呢他在故宫的那个名牌上写着并不写着武定元年冰名牌写的是正光元年呃正光元年比武定元年大概相差大概20多年就早了20多年那么这个为什么会有这样的后来我看
[65:23.040,65:26.000,0]  圣光还是北魏吗五金SF
[65:26.000,66:11.540,1]  那么后来我我也看了那个资料就故宫出的包括那个就是冯冯贺军写字书上就讲这为什么这样因为是有不同的争议的呃最后有一派争议就是故宫彩信了所以他写的还正光因为就是杨博达他就认为他从各种造像风格跟什么来着就说明文只能代表一部分就跟刚才那个因为你讲的风格是很重要的那么他通过分析风格分析这个大很长的文章他就说这个铭文是后加的呃造像是早造的就说过了多少年这是也有的这样的情况对吧这个会话也有这样的包括这个你在你在画了画以后几十年以后他看见自己的话了又又再提一段上去呃写个什么什么东西那这个东西是是非常有的所以所以说不能全信书也不能全信字
[66:12.550,66:36.080,0]  是啊是啊所以说这个就这两个我觉得还是蛮重要的早期的硕大的巨大的佛像然后就没有人去认真的哪怕去把他的先把年代搞清楚哎就是你在网上如果搜想定40博或者清华的师傅都说是唐代的大坡还说这个我们本地曲阳那个实际上大量仿古出口的唐代佛像都是按这个风格来焦躁
[66:36.080,66:42.550,1]  不是那个那个哎那也别那个我想在你去过那个就是山西那南涅水吗
[66:42.760,66:43.830,0]  啊去过这个
[66:43.830,66:50.920,1]  那你现在在南宁水那批东西大波是在曲阳以后大概545年58年时候出土的
[66:50.920,66:51.650,0]  对对对对
[66:51.650,66:58.050,1]  这批东西曲阳好歹还有那么多的就有些书书籍故宫出国图什么那批东西连图都没有
[66:59.760,67:11.040,1]  哎是啊所以这个可想而知就是说的确我非常同意就说呃在某些方面这个佛教造像的研究呢的确是就说呃
[67:11.250,67:20.460,1]  的确需要补很大一段课才可以比方说曲阳的照相他的那个出土那个那个检报告都没有对吧那全部是两门资料都没有
[67:21.130,67:44.320,0]  啊你说这个我们这次还有一个很惊人的那个也也算发现或者收获吧就是我们在平山去了一个资源就是20的一个朋友给我们推荐的那个是一个全新的资源就甘泉寺这个算是完全是近年重新修的然后而且是有私人代理是而且是个女就是因为呃呃比丘尼在那个
[67:44.320,67:45.710,1]  那是原来有开始的
[67:45.710,67:46.430,0]  山东的
[67:46.950,68:6.910,0]  呃有吧应该是就是当地是那那附近说有好多大四肯定但是它现在已经完全看不出来了但是这个很神奇的是什么呢就是它前面首先有几桶名呗然后进到那个新修的大殿里面之后呢大便的主尊是一尊就是新修的史家咪然后旁边有两春节是不算
[68:7.280,68:10.650,0]  非常非常生气他是他得用那种披风
[68:10.650,68:15.530,0]  批博批的先生然后那个头也是全部新换投手
[68:16.180,68:20.980,0]  呃全都是新换的但是你把那个他的披风给他拿掉之后呢
[68:21.740,68:25.930,0]  就是美到不可思议就我没见过这么精美地
[68:27.640,69:5.920,1]  呃那这个这个关这个关子卖的大了我都想看看这个这个会员通讯会不会有这照片因为因为因为的确是我现在设身处地居然是一个厅在听你描述一样叫你这样像你这种语言来讲了以后我就需要有一个有一个视觉上的一个东西来补充要不然你说美到不可思议我想到的比方说我想到的因为我看到了那个优姬斯塔这三居三村那个就是呃在省博的那东西我觉得那个细部虽然头没有了对吧身子在那他那个表那首啊那身上的这个一室啊我觉得是非常美是不是有那种感觉
[69:6.250,69:35.980,0]  嗯优的视野那那三分也是太好了呃不太一样但是我觉得因为因为那个就是平山这两尊其实不算我觉得更遗憾就是他他的投手全都没了然后那个装了新的装了新的以后就特别影响你的这种呃只有一个APP也是然后还有一个特别精美它它的精华问题就在他那个被遮挡了一部分然后你把那个披风拿掉之后就露出什么都出这个
[69:36.820,69:37.860,0]  呃
[69:37.940,69:42.825,0]  呃佛的那个家山就在他在他的左边左边就是那个
[69:42.825,69:48.340,0]  加他的那种穿法是把这个加上的一角它做成了一个荷叶边儿似的那种
[69:48.370,69:51.590,0]  呃褶皱然后再拿一根绳子穿起来吊在上面
[69:51.850,70:1.450,0]  呃就是那种那种秀美的感觉就是我觉得是无与伦比我没没见过这样的就是呃他就是白石的吗他那种那种华贵的感觉
[70:1.720,70:13.830,0]  然后整体的效果还是真的是挺挺赶的而且但是我这样说了之后可能会什么就会有一不好的效果就是大家可能这个期望跳起来SF
[70:13.830,70:17.030,1]  我投的那个版本就是没拍全身的版
[70:17.030,70:22.520,0]  对还行是是是我们当时的体验是这样的我们企业是没有抱太大的希望
[70:22.550,70:31.920,0]  然后突然看到移动的那种惊喜但现在等于是就是一个相反的过程所以可能有点遗憾呃我希望他可能稍微调低一点就一起然后再
[70:31.920,70:51.720,1]  而且我觉得还有一个是这样因为雕塑毕竟是个三维的东西当你三维的东西看到的时候这就需要就是需要现在技术比如这个为二来来补充要不然我看到一个二维的照片呵呵还是体验不到你三维的感觉因为的确是这样因为这个氛围这个空间感其实对于审美来说是很重要的
[70:52.600,70:59.450,0]  对对对但是我要纠正一下就是我我说那个是斜视不到其实不是他是在学是不算的位置他其实还是两分佛像
[71:0.060,71:7.160,1]  感觉我感觉看正面我当时感觉比较像看大英博物馆楼道里面随带的那个特别大的佛山
[71:7.160,71:8.520,0]  谁带的那个
[71:8.520,71:19.690,1]  这里面有个有有一个有一个笑话不是笑话就是有一个意思你大家知道这个为什么要残缺美好就是大家知道这这个省博三村不是有一尊复原了头了吗
[71:19.920,71:24.300,0]  呃对对那个被追回来对吧不是说不远就是说要安排
[71:24.300,71:30.800,1]  不知道大家感觉怎么样你你当那个头装上以后的那个感觉我我我我觉得是减分了
[71:31.400,71:35.320,0]  是是是完全完全同意非常同意所以我有点失望
[71:35.320,71:55.390,1]  哎对所以我觉得有时候挺逗的就不怕致残的我觉得谈的有时候给人感觉那种感觉比这个完整的还要好你你看那个什么呀那个嗯咕呃国国国内那个德国的那个造型管理那个天龙山追回来那个头补的那个一个现代人审美中的
[71:57.980,72:10.610,1]  哎对呀那实际上你想想那个那个那磕头我们知道长什么样就是也是在大都会大都会就明显不符合现代人的审美
[72:11.230,72:49.270,1]  对是的是的所以说我觉得有时候是这样就是那个完整的东西有时候好多时候呃他的这个佛像啊就是佛他那个脑袋它做的比较城市化他那工匠不敢这个肆意的发挥不像葡萄或者是显示什么的所以做的相对来说其实是比较排版的他的发挥都是在他的身上的这种医者呀他的这种裙摆啊这种上面我觉得所以所以那个讲到邮局似的东西虽然是完璧归赵复原了但是那个感觉还不如好像缺缺失在那儿看起来更有意思还给人一种想象对吧就像那个小小男子那个也没错
[72:49.560,72:54.830,0]  这个确实有这个问题就是佛头的那个变化会少一些城市的话
[72:55.000,73:0.300,0]  城市化比较严重但是那个所以又回到刚才我说我说轻松为什么我觉得那个
[73:0.850,73:6.950,0]  呃是微信更强就轻松的佛头确实变化很多的还有很多微妙的那种变化
[73:8.530,73:33.860,1]  所以唉不过这个你们既然讲了这个毁三观我觉得这个真是一个我觉得是对对我来说我觉得是一个非常呃惊奇的一个一个一个一个一个一个一个呃所以我非常想去看看是不是也也也能回去但一般来说呢有备而来就没有这个无贝尔去呃这么有有有震撼力对吧
[73:34.690,73:47.020,0]  对对对我们我们还是期待会再去一次因为那个还是挺挺有意思的一个体验呃而且我们这次我觉得我们整个的这个行程还挺有收获的包括我们今天都基本上都讲到看了几个博物馆
[73:47.020,73:51.440,1]  其实我我对我其实在想听听你们最后应该去的是一次会对不对
[73:51.720,73:53.460,0]  一次或者一次会最后
[73:53.460,74:6.150,1]  对那我想听我想听二位对词汇的这个呃感感想哎我回来发现了一个问题我们的人民纪念碑的那个背岭根艺词汇的几乎一样啊
[74:9.690,74:12.470,0]  对其实一直会就是一个青年呗
[74:12.630,74:15.960,0]  是一个标准的店这样是的对
[74:16.220,74:27.960,0]  我们到的时候其实已经天津黄昏了我觉得那个我我有一些反正比较感性的一些体验但是嗯就是这也不太方便分享因为这就是毕竟是个人
[74:27.960,74:56.190,1]  呵呵不我跟你讲我当时我跟你讲我当时因为因为我你们去的这个场景跟我当时看场景不一样我知道现在盖了个大帖子上的对不对我当时去的时候也是冬天的一个黄昏那么是就说很慌他就是等于周围有一圈这个栏杆也不是很高但基本上是属于一个原生态的状态所以这种感觉我想我现在去再看几个亭子坐在上面虽然是保护了但是我觉得这个观感是差了很多
[74:56.400,75:7.980,0]  但是你那时候好多了我们但是我们去之前已经有已经预约过了我们已经调低了七八左右不会认为那是一个非常糟糕的体验但是我觉得还是要去一趟因为毕竟是第一批那个全国重点文保单位
[75:8.140,75:14.780,0]  但是我们去了之后我就发现这个裙子给我们带来了另外的一些机会就是我们在那儿大费周章的去
[75:14.970,75:17.630,0]  七图拍摄到这个
[75:17.850,75:39.200,0]  上面被遮挡的部分就是因为它盖的瓶子之后那个瓶子非常的他几乎挡住了就是这个纪念碑的顶部的那个小建筑的屋顶屋顶那个样子我们想想看到他然后正好他是带了一个五米高的不了价但是五米高车还还是不足够高然后我们几个女的那个五米
[75:39.200,75:42.180,1]  哈哈哈哈对哇这个
[75:42.180,75:49.920,0]  有没有有没有拍下来了嘛就比较有乐趣的都没过你最后拍照拍照
[75:49.920,76:3.340,1]  嗯你你我说你当时去的时候可能比较容易看到他那个顶现在已经很难看对对对你你离的远能看见吗因为这个的确其实这个东西呃
[76:3.650,76:12.770,1]  呃虽然这个建筑史呢讲了但我觉得讲的不够深不够多因为我我以我的这个建文里面像这样的东西在全中国就这么一个
[76:14.270,76:15.030,0]  是啊是啊
[76:15.030,76:19.500,1]  就这种人毕竟纪念碑其其实其实人的英雄进行的
[76:20.250,76:27.000,0]  对这个屋教授讨论这个纪念碑性那这个其实是标准的非常标准的接免费的一个
[76:27.000,76:37.950,1]  对呀而且这种这种设立型的这种柱子纪念碑其实最早应该溯源到什么虽然都是古罗马的技工别墅其实是的工作就是房间呗
[76:38.400,76:43.770,0]  哎但是是这样的这个益词汇持住一开始不是石柱是一个沐足
[76:43.770,76:45.480,1]  嗯对对对后来那个是
[76:45.480,76:47.380,0]  对他后来到了呃
[76:47.380,76:48.020,1]  嗯
[76:48.020,76:49.190,0]  对一个某一个
[76:49.190,77:10.800,1]  对冠福把它换成一开始人民群众自发的就输了个木柱子在那因为那个下面是个乱坟岗万人坑是吧完了那个结果办成额度它这个东西一个建筑当然上面一个建筑东西是一个很很好的一个模型上面的魏碑的这个篆刻很这个呃没那就还很完整精彩的这个
[77:10.800,77:20.030,0]  嗯没错这很难想象他就一直在野外这么露出这么多年然后非常保存的这么完整
[77:20.030,77:22.440,1]  对是的是非常神奇
[77:22.440,77:25.880,0]  也反映了是不是也反映了反映了曲阳石工的这个优秀
[77:25.880,77:46.650,1]  反应全是石头的优秀程度呵呵其实那个因为我看了一下不知道你有没有看过老照片因为因为旁边是有一个大的寺院的后来是禁禁言是就是Jacques蕊掉的呃老照片里原来是这个意思惠石柱旁边还有好多食府
[77:47.610,78:0.240,1]  哦这个感觉是特别的这个这个美妙的一种感觉就是就有点像那个就是那个咱们看小唐山下面那个那个长螺丝一样的师傅就是剩了会员
[78:0.240,78:1.210,0]  那什么年代
[78:1.210,78:23.220,1]  翻翻地图我们也没看到这图这图我也这图我只是以前我没存下来我不一定能在网上找得到因为我自己只是见过但是没有没有存下来但是肯定有这样一个图因为我有这么一个印象很深刻所以这个体验肯定是一代不如一代我觉得没在廷我现在能看到没看亭子的图已经非常震撼
[78:23.820,78:26.530,1]  呃没带平的图我可以提供那个我拍了好多
[78:27.210,78:29.300,1]  呃那个大概
[78:29.300,78:36.850,0]  我刚才在感慨我在刚才感慨这个施工和石材的这个优秀的时候其实还是那个不免会想到
[78:37.030,78:50.270,0]  这个印度的爱王石柱和这个古代波斯的这些这个这些建筑也都是因为优秀的食材如此完美得到里面对不对就是花岗岩那种及体检
[78:50.270,78:53.220,1]  VIP都是花园吗这个房间呗
[78:53.990,78:58.690,1]  哎其实我觉得意思是相对来说一直会那个还不是花岗岩它只是一种
[78:58.690,79:2.380,0]  不是不是不是他也他也多个好就是说他也不够硬吧
[79:2.380,79:10.220,1]  我觉得那个我觉得那个益词汇的那个如果把那个上面小庙抛掉的话很像那个南朝的那些什么交警嘛
[79:10.760,79:20.290,1]  那个那个目标ru存到祝福闹住呃里程那个呃写字的就是写大字的部分跟那个结构是一样的
[79:21.050,79:23.880,1]  嗯是吧就是有一个凸出来的这个
[79:24.270,79:26.240,1]  对这很有意思
[79:26.240,79:30.410,0]  但他最近有一个古代的那个现在在顶上
[79:30.410,79:39.530,1]  有一个小朋友在这而且就因为这个顶说是有可能他们之所以把它作为一个第一批建筑文化就是因为看中的其实上小庙
[79:39.530,79:42.220,0]  呃完全是因为这个这个我认为啊
[79:42.220,79:46.470,1]  但是我觉得他整个一远大于纸上面一个建筑的这个
[79:47.830,79:53.160,1]  我觉得是这样无论书法无论他整个这个形式啊什么的都是我觉得
[79:53.280,80:5.260,1]  就是没有没有顾虑就是孤立在中国就是整个就看不见第二个这样的东西然后就是就是我看完这个意思惠石柱而且我特意拍了那个上面顶
[80:5.510,80:6.900,1]  然后前两天
[80:7.090,80:10.820,1]  我就看那个人民新技能杯子好多老照片
[80:11.020,80:20.300,1]  就是a发现这个两个G异曲同工几乎是一样的节奏因为它上面没有那些吃吃稳啊什么的这些结构
[80:23.140,80:25.360,1]  跟人民币那边几乎一样
[80:26.350,80:31.720,1]  不知道人民近年辽宁他们在设计的时候有没有参考的这个一批国宝这个
[80:32.660,80:49.530,1]  你去看他有文章讲他肯定没有提到一次惠石柱但是他当时说的是参考了这种这个背背的形式完了又参考了什么什么什么这个反正就是之间有勾连起码人民纪念碑下面浮雕都是曲阳咯
[80:49.990,80:51.040,0]  啊对没错
[80:51.040,80:52.720,1]  对所以我觉得
[80:52.720,80:56.800,0]  那个长安街沿线的那个玉兰花灯柱的那个
[80:57.320,80:59.120,0]  祝登做也是
[80:59.120,81:4.190,1]  正在改装那天晚上我去长安街骑车锻炼身体正好
[81:4.470,81:6.850,1]  这个看到他们正在更换这种
[81:7.120,81:9.780,0]  对更换的这些功能都是选过来的
[81:10.260,81:13.530,1]  所以我就说曲阳是的确是一个我觉得
[81:14.480,81:18.530,1]  起码他这个就跟景德镇市的这个产业延续了上千年
[81:18.710,81:21.330,1]  甚至更比景德镇更久了景德镇当
[81:21.330,81:25.420,0]  而且现在集体繁荣对我们其实没有提到一点啊就当时那个我们
[81:25.610,81:32.950,0]  呃访了几家这个雕刻的做法跟我们讲说现在一年的这个汉白玉的开采量去过去
[81:34.770,81:38.250,1]  那那不就已经数上呃这个叫什么开进了
[81:38.250,81:43.800,0]  呃曲阳周边的已经基本上没有了有也非常非常贵他们现在都是从
[81:45.020,81:48.610,0]  呃湖南什么河南周边的这些地方来进口
[81:49.560,81:50.670,1]  那那个实惠
[81:50.670,81:54.130,0]  到沈阳本地的汉白玉呃很不一样非常不一样
[81:54.130,82:11.980,1]  那那就等于曲阳的石雕等于就是进入了另一个阶段就没有了就跟就跟比较景德镇的高岭土花完了就刷不出来离得会更贵本地的就是会更贵了还有呃您往下挖吗有往下拉严重这个这块找还是有的但是就会更贵了
[82:13.470,82:24.030,1]  反正我我听你这讲的我也能想象出来其实挺有感慨的就说这个东西一旦变成这么大的一个产业那肯定是女啥泥沙俱下这个
[82:25.140,82:28.180,1]  全部都给了但是他去
[82:28.180,82:33.650,0]  你想象一下十公里的这个长街两边全是石狮子是什么感觉
[82:34.280,82:41.280,1]  嗯前两天我们这个圈子里不有一个朋友呃还买了两只曲阳雕的石像
[82:41.920,82:50.200,1]  但是我我看照片我看出来他这个做工实在有点差这个估计你不负很大的价钱估计也是得不到太好的
[82:50.200,82:55.490,0]  市面上的大路货是非常糟糕尤其是对那些石材的我觉得是一种严重的
[82:55.490,82:59.910,1]  以后这事就给开开招标更小的
[83:4.910,83:18.370,1]  那我觉得我觉得反正我觉得这个意思惠石柱的确是一个我觉得也是不仅是人民兄弟呗我觉得也是对于这个应该我认为也是曲阳时空的一种给曲阳石工列了一个纪念碑
[83:21.240,83:35.050,0]  我们这次的旅行就结束与这个一次回去住而且我觉得这个这个其实这个行程还蛮好的其实我觉得推荐可以我们的听众也可以按这个来走因为这个还是有一定的主题的我们看来看去其实没有脱离
[83:35.050,83:36.110,0]  那个
[83:36.770,83:40.870,0]  北齐的十课时照相的这个这个主题
[83:40.870,83:46.890,1]  对其实其实我们这个更更对更确切这期这期的题目就应该叫北汽时刻
[83:46.890,83:52.430,0]  但是还是局限于河北范围就是因为毕竟北齐在山西跟山东还有
[83:52.430,83:53.670,1]  嗯嗯嗯对对对
[83:55.490,84:4.250,0]  嗯然后我们也没有到那个湖北省博物馆去因为今天去过太多次但是这这都是非常重要在河北可以看到
[84:4.570,84:15.570,1]  对如果要是哪个厅有如果下来一次这个就应该把这个都勾连上就是这个河北省剥去呃曲阳完了再试临漳再试夜场
[84:15.570,84:20.060,0]  体验还是相当不错的就是是非常呃饱眼福的这么一趟
[84:21.460,84:25.480,0]  呃那么这一期的地下关就到此结束感谢收听
[84:25.580,84:34.100,0]  推荐大家使用泛用型播客客户端订阅收听在地下关点com可以找到于每期节目内容有关的链接空大家按图索骥
[84:34.280,84:45.110,0]  您也可以在微信公众号和支付专栏关注并下关我们非常欢迎您以各种形式给我们提出意见和反馈如果您喜欢发邮件我们的邮箱是病假关爱icn.l
[84:45.200,84:54.970,0]  我们鼓励您成为B下关的会员每月五美元支持我们将对下关贯彻到底进入更深更远的历史现场直面古筝集体会与古人神接的意趣
[84:55.230,84:59.430,0]  关于会员计划的详情请访问地下关点com斜杠member
[85:0.170,85:5.940,0]  同时也欢迎收听L播客网络旗下的其他节目一天世界喂知道博物志
[85:8.140,85:9.240,0]  流行通讯
[85:10.720,85:12.660,0]  定向50元所选美
[85:12.930,85:14.010,0]  我们下周见
