[0:0.780,0:2.245,0]  欢迎收听地下关。
[59:10.040,59:17.240,0]  遇有盗掘嘛，就是他是应该从看地理发掘出来就是，当地人也可以发掘位置就有散落的很多三万名间的。
[59:17.420,59:20.000,0]  嗯，在其实各地的博物馆都有一些，但。
[59:20.090,59:23.590,0]  包括那个新德里的呃，印度国家博物馆也有。
[59:24.830,59:28.550,0]  但主要的提示精华，部分是在大英博物馆是特别难得。
[59:29.270,59:37.060,1]  那个去伦敦那个微软AI也有不少印度的东西呢，但是也也有早期的箭头软禁的这个都有。
[59:37.290,59:44.080,1]  呃，保存状态挺好的，那我问一下那个印度那个整理的国管理拨给拍照嘛，随便拍。
[59:44.080,59:45.485,0]  嗯好，但是。
[59:45.485,59:50.590,0]  印度的博物馆有一个特点就是要花钱就是买一个摄影券。
[59:50.750,60:4.680,0]  然后就可以给他开，但也有汽博会，然后就很多小的地方上的博物馆都不让拍，比如说那个著名的鹿野苑博物馆，那个市级多照相，应该是我个人认为呢，所有的精华应该都在鹿野苑博物馆。
[60:4.930,60:6.680,0]  但是那个是不让拍的。
[60:7.070,60:8.860,1]  哎，那就剩贵吗。
[60:8.860,60:11.810,0]  嗯，很便宜的印度本身所有东西都很便宜。
[60:11.810,60:13.970,1]  他对外国人可都不便宜。
[60:13.970,60:17.230,0]  是什么，一两百卢布吗，就是一人的20块钱。
[60:19.940,60:42.270,1]  然后咱呵呵哼，反正这个因为咱们这这个集美也收藏就刚才那个取消也说集美有有些主要箭头倒一手叉着多重原来的80元，法国的就是阿富汗那边过来的东西对还有就是那个女孩就从咱们这个新疆里面去的。
[60:43.840,60:48.130,1]  这个美国还有我们可以说下这个德国的柏林。
[60:48.440,60:54.220,0]  嗯，对，哎德林的东西，我一直到现在也不知道它的来源是什么，就是有很多箭头罗。
[60:54.950,60:56.150,1]  不知道你唱歌。
[60:56.150,60:57.640,0]  嗯，都有吧，但是。
[60:57.640,61:2.810,1]  对呀，对呀，而且数量不少呢，哎，因为德国他那个玻璃太原里就叫。
[61:4.180,61:7.140,1]  人人类学这个博物馆的项目的这个。
[61:7.320,61:12.060,1]  印度艺术吧，然后他来源的话，我觉得应该不是。
[61:12.060,61:15.170,0]  这个味er和乐购。
[61:17.240,61:56.100,1]  我也忘了就说他们那个不是你还记得就是说那时候呃，那他可能到晚期，我不找七，那这17不是好多人对这个西藏啊，还对什么特别感兴趣的印度啊，到西藏去了，而且而且呃对完了，就是因为那时候印度那个英国的印度总督是有点清这个纳粹的，所以给他们开了方便之门，他们都是从轻到印度从印度完了再私密到西藏完了，在那不是西藏七年，那个书就是说其实那时候德国人在印度还有一定影响，他这些东西烧的，还有一些因为他很早就是个研究印度佛教这个大专加大概在一八年的时候，印度就是他那个博物馆已经开始。
[61:56.100,62:1.580,0]  止血过问多方面的著作，但是好像没有差距路他去发掘。
[62:2.160,62:8.640,1]  没有没有没有，所以不太清楚你这些东西不知道自然园对是你说到这。
[62:8.640,62:13.040,0]  就是那个孩子，值得一提的是，就是圣彼得堡啊。
[62:13.480,62:22.270,0]  那个，唉，他日也有很好的和艺术的那个作品，而且也我也不太清楚是来源，我就对别老是抢。
[62:22.270,62:24.590,1]  这个旅社还有一批呢吧。
[62:24.590,62:25.660,0]  大谷光瑞的吧。
[62:25.890,62:27.810,1]  对呀，理顺还有点金特罗的。
[62:27.810,62:31.500,0]  这是我国我和唯一的这条路艺术收藏吧。
[62:31.890,62:38.560,1]  嗯，日本也收藏了一些因为日本在这个在这个印度佛教还是非常关心的他们这个一日。
[62:38.560,62:50.480,0]  日本的东西，其实可能也是大光瑞主要收集的，所以他就是旅社，有一批然后另外就回到日本的就是应该是在东京国立吧，东京国立博物馆有医生。
[62:51.750,63:11.560,1]  那美国的情况呢，就是说大大几个大博物馆都有比较好的印度的东西，比如说大都会还有这个福利啊，还有这个西海岸的旧金山的亚洲艺术博物馆，这个其实都不用谈，其实我简单想要大家不太知道的就是其实在费城啊，最迟美术馆有相当好的一批这个印度造像。
[63:12.200,63:18.920,1]  性格，现在你说有一个渊源就是怎么回事儿呢，就是早期的这个。
[63:19.200,63:28.530,1]  费城美术馆的这个印度的创始人啊，是叫sancom是个人，他是一个奥地利人，但是他年轻时代在印度这个。
[63:29.130,63:45.140,1]  就是收集的不少印度的这个艺术品以后他到了宾夕法尼亚大学当艺术史的印度艺术史的接教授，就在这个冰冰大额不是就在那个费城做这个qa的，所以在他的这个影响下，就是这个冰大的就是。
[63:45.180,63:56.950,1]  费城美术馆的这个进度艺术类的相当可以，但是他的重点不是在箭头罗也不是在码头啦，然后他说你当然在印度教了，嗯，这个这个是嗯带也很值得看。
[63:56.950,64:3.960,0]  哎，你没有发现一个现象就是贱陀螺的艺术品在世界各地的博物馆，其实广泛分布。
[64:4.680,64:7.970,0]  当然有正有发掘出来的，也有一些就是市场流程。
[64:8.250,64:11.820,1]  所以我我都有的时候有些怀疑他们的这个真实性。
[64:11.820,64:15.950,0]  嗯，有一层有一些就是有点那个试一试仿的是吧。
[64:16.390,64:21.540,1]  就是我们我和古村老师在连着两次去的那个。
[64:21.610,64:38.820,1]  唉，这不点名了去了一个周周里的一个比较某一个州的一个挺大的，一个博物馆，哎呀，他的那个键逻辑说，最近20年收了很多，这个花样繁多，就是满满的放款，这个一个蓝皮，我国上海的那个某个不点名的博物馆也是。
[64:38.820,64:47.200,0]  嗯，现在在网上看了一些网拍卖的网站国外的网站很多，现在就是电磁炉的东西卖的也不贵几千美金。
[64:47.480,65:4.370,1]  但是对啊，实际上我不是原来给你看过吗，这个英国的那个不那有些是不是有有些是不是都是从那个阿富汗那时候留出来的，因为就是就是因为那个伊斯兰化之后，这些东西都是就是可以卖的吗，就是我刚才。
[65:4.370,65:6.070,0]  想说的是什么呢，就是没说完。
[65:7.630,65:12.420,0]  介绍楼的艺术品非常多，但是你发现没有，就是在海外的博物馆里。
[65:12.610,65:14.480,0]  几多艺术的东西，其实。
[65:14.740,65:16.620,0]  想少得多了，相对来说。
[65:17.800,65:19.560,1]  是的，因为这些极端。
[65:19.560,65:25.480,0]  住也是黄金时代啊，他那个艺术品是非常非常多，但是你在海外很少进到就是这个。
[65:25.480,65:41.190,1]  但是现在有一个有一个问题，是不是因为就是那个这个极多艺术，它主要还是实质的为主，因为那个箭头罗的东西好多都是他口的三个实际上它这种东西就是容易拿下来也容易就是搬运用心了。
[65:41.190,65:43.930,0]  海外很多也是那个偏岩的就是。
[65:43.960,65:51.260,1]  但是我我这个骨头老师，我跟你讲啊是大口的咬，但是大哥你注意到没有入馆藏的年代都很早。
[65:51.600,66:0.320,1]  而现在大量进入观堂的新入管他们都是这个原始的就是黑了点，这种爱吃那梭。
[66:0.320,66:3.060,0]  这个你，你们有没有去看洛杉矶的那个。
[66:3.550,66:7.390,0]  嗯，罗成山的就这样这个波。
[66:7.390,66:8.320,1]  没有气了那。
[66:8.320,66:15.840,0]  那您收藏的这个这个电陶炉也是相当精彩的他数量不大，但是一件是一件非常精品。
[66:16.130,66:19.480,0]  而且我也不知道他他应该是从市场收买的我。
[66:19.540,66:36.940,1]  对应该是这样稍等我我我补充一个就是我经过二零，我去年在在云岗开了一个参加一个国际这个堂会，然后来了一个韩国的这个比较手，他就是专门研究箭头的造像这个他就是他现在工作的课题就是从。
[66:37.350,66:43.740,1]  明确考古出图品的这个箭头罗的这个图像上来。
[66:43.740,66:51.250,1]  分期苋菜旅游局的很多健康大厦的称谓，所以他的研究性就按他的说法，现在大概。
[66:51.390,66:58.000,1]  他们他们2/3得多有问题问题，这这他的他特别坑所电磁炉。
[66:58.000,67:9.340,0]  那个图像学还是很严谨，这个，因为我我也读过一本就是日本的一个学者写字，新东方艺术的一个做做就是在当时这个电磁炉的这个。
[67:10.150,67:17.170,0]  不算故事也好本身故事要还有就是说这个佛像本身的一些那个到顶它的特点是非常明确的，而且。
[67:17.390,67:21.350,0]  就是很严谨，他不会不会像汉B的那个。
[67:22.460,67:24.320,0]  就是有时候是乱来的就是明天。
[67:24.320,67:44.400,1]  对对教授也和和也跟他观点是一样的，他就认为当时的这个造像是有明确规定的就是怎么造这个小姐呃，什么样的手印，什么样的姿势，他不会乱，如果你看到核查对他订了一个，如果不如果你要S这个，如果他就认为他有这三晚他自己的观点，那个费劲。
[67:44.400,67:48.750,0]  我觉得特别特别有识别性的一点就是电磁炉照相，你看那个。
[67:48.990,67:50.170,0]  呃，迷了。
[67:50.470,67:53.900,0]  He观音，亨氏基本上一认就认出来了。
[67:54.240,67:57.270,0]  就是，而且弥勒跟观音的那个。
[67:57.480,68:2.250,0]  你们扑杀因为不算观音菩萨的事，其实对应的更早的两个。
[68:2.390,68:4.620,0]  呃，印度教的是那一个是那个。
[68:4.740,68:7.470,0]  嗯，就是梵天，一个日。
[68:7.470,68:8.800,0]  那个第十天。
[68:9.020,68:11.440,0]  因为他们两个选项，一个是帝王的形象。
[68:11.510,68:13.270,0]  然后另外一个是婆罗门的形式。
[68:13.300,68:14.860,0]  就普通门是一个行者。
[68:15.000,68:17.100,0]  就是苦修的人的形象，所以它是。
[68:18.020,68:19.720,0]  然后手里拿着净瓶。
[68:19.970,68:23.880,0]  那个是一个修行者的形象，然后弥勒菩萨也是这样。
[68:24.220,68:31.420,0]  然后与它相对的就是第十天是一个帝王形象嘛，因为它第十第十天吗，是一个天生的呃首领啊。
[68:31.760,68:35.570,0]  然后女它对应的事情，像是观音不算温柔，他也是。
[68:36.320,68:37.840,0]  带着带着保关。
[68:38.470,68:44.580,0]  把关里头，有时候就是还有华夫，然后那个整个的一室也都是一个一个一个王子的那个行。
[68:45.670,68:50.670,0]  所以，所以只是屡试不爽，就在只有在电脑的时期，这个这个图像爵士。
[68:50.670,68:53.240,0]  只能做到这么这么严谨的不乱。
[68:53.860,69:2.550,1]  而且好像没了佛山市就是是大概它的产品形成的时期，适合这个佛陀的这个形象是差不多的，都是最早一批。
[69:2.550,69:8.840,0]  嗯，对，还有就是还有就是你可以看到呃，它的那些佛传故事的浮雕。
[69:9.070,69:11.670,0]  嗯，基本上是严格按照。
[69:11.880,69:18.465,0]  这个佛经里的那个细节来讲说，比如涅盘经里面讲这个佛陀圆寂的时候，他是。
[69:18.465,69:19.830,0]  它的握姿。
[69:19.990,69:22.200,0]  嗯，然后以及周围的人物。
[69:22.200,69:25.320,0]  你每个人都可以在电磁炉的这个浮雕里面去找得到。
[69:25.340,69:39.030,0]  就是假设是从外地赶来，然后捧着这个佛陀的脚，然后那个那个床做下面坐着一个就是佛陀的最后入门的一个地址，这个也是一个很赶的故事可以稍微多讲两句。
[69:39.480,69:43.590,0]  就是佛头在原地之前收了一个弟子，一个外道的地址，他来。
[69:43.700,69:48.050,0]  呃，跟佛说请教问题，然后那个普陀给他一份对打，然后他就特别。
[69:48.220,69:53.990,0]  嗯，他就当下有所悟吧，然后就归了归之后呢，他看到佛陀马上要圆寂了。
[69:54.160,70:0.810,0]  他就特别伤心，他说我不能在普陀之后原地所以我要一定要赶在他圆寂之前我就我要圆寂。
[70:0.810,70:3.620,0]  就他就在佛座下面就在佛陀圆寂这个这。
[70:3.880,70:5.220,0]  曹常做下面。
[70:5.280,70:6.480,0]  就抢先。
[70:6.750,70:7.970,0]  就入涅盘了。
[70:8.230,70:11.620,0]  嗯，这个形象在所有的电磁炉的这个呃浮雕。
[70:11.620,70:17.210,1]  嗯，再一个小人儿就在蹲在就是坐在那这个菠萝的这个那个涅盘对对对下边对。
[70:17.210,70:28.735,0]  对还有石金刚跟一张是悲痛万分，在这个地盘经理都写到了是您刚被通话分开的那个金刚杵掉在地上，然后你看店那个天山路的这个浮雕里面全都有一个。
[70:28.735,70:31.970,0]  就是备注万分金刚杵掉在地上的一个事情，刚。
[70:32.690,70:34.410,0]  就是一切都非常严谨。
[70:34.420,70:38.710,0]  就他是我觉得这个绝对是跟希腊化时代的这个雕塑艺术。
[70:38.710,70:43.150,0]  那这个强调叙事的这么一种风格倾向是有其他的关系。
[70:44.280,71:18.540,1]  那那个其实我们非常还是非常期待这个春节的这个这个缺乏当然，这个我们如果条件允许的话，我们会在这个路上因为有两个星期的这个行程了，在印度路可以及时跟大家分享一些我们的这个在印度的观感，因为我们这个把自己戏称为这个大篷车之旅，有我们是弄了一辆大概十座的这个因为课时的面包车完了我们八个人一行，这个男女老幼都有完了这个一路一路就在歌仔五个。
[71:19.030,71:22.810,1]  这里还是老了，以后可以搞线下和。
[71:22.810,71:24.330,0]  嗯，现场发回的报道。
[71:24.770,71:26.390,1]  呵呵，其实我们。
[71:26.390,71:34.220,0]  嗯，好多人有点稍微有点有有背于我们的这个病下关的宗旨是吧，就是我们还没开还没闭下关呢，我们就开始先聊上了。
[71:34.460,71:41.660,1]  哎，不过这就一点你是你是你是有111这个你也去过两次，印度的已经很深刻的你们这个。
[71:41.660,71:46.760,0]  路线，我没去过啊，所以咱们今天今天其实是一个一个预热吧，是吧。
[71:47.870,72:11.310,1]  但是也是非常期待啦，这个另外的，这也是我们这个春节前的最后一次这个节目对吧那个所以我们在这里我们四位也预祝这个免费听有在这个新年大吉，在这个新的一年猴年这个能够马上分红，呵呵，拜个早年新粘粘。
[72:11.710,72:13.310,0]  嗯，那么。
[72:13.310,72:16.880,0]  这期的B下关就到自己住，感谢收听。
[72:16.880,72:23.900,0]  也希望大家喜欢我们的节目逢周四上线，推荐大家使用泛用型播客客户端订阅收听。
[72:24.490,72:35.870,0]  在B下关点com可以找到和每期内容有关的链接，供大家按图索骥，您也可以在微信和新浪微博关注B下关，我们非常欢迎您以各种形式。
[72:36.250,72:46.750,0]  比我们提出意见和反馈，如果您喜欢发邮件，我们的邮箱是陛下关爱的ipn.an，另外我们在知乎也开设了专栏专栏的地址是。
[72:47.160,72:50.310,0]  专栏，点知乎点com斜杠。
[72:50.470,72:51.540,0]  比下关。
[72:52.280,73:0.280,0]  同时，也欢迎收听iping播客网络旗下其他的节目IP公论为知道博物志内核恐慌。
[73:0.440,73:2.510,0]  太医来了流行通讯。
[73:4.160,73:6.810,0]  英语像吴思源何选美。
[73:7.320,73:8.450,0]  我们。
[73:8.690,73:9.790,0]  春节以后见。
